element,wave_A,loggf,lower_state_eV,rad,stark,waals
Co 1,6770.975,-5.274,1.883,3.63078054770101e7,6.165950018614822e-7,237.246
Fe 2,6770.991,-6.062,11.74,1.5135612484362073e9,1.096478196143185e-6,-7.78
Co 1,6770.993,-2.997,1.883,3.63078054770101e7,6.165950018614822e-7,237.246
Co 1,6771.023,-2.934,1.883,3.63078054770101e7,6.165950018614822e-7,237.246
Fe 2,6771.055,-6.658,12.594,1.445439770745928e9,7.762471166286911e-7,-7.74
Co 1,6771.058,-2.693,1.883,3.63078054770101e7,6.165950018614822e-7,237.246
Fe 2,6771.064,-6.127,12.193,5.754399373371567e8,4.3651583224016566e-5,-7.42
Co 1,6771.092,-2.616,1.883,3.63078054770101e7,6.165950018614822e-7,237.246
Mn 2,6771.097,-2.34,10.903,7.585775750291852e8,2.0892961308540407e-6,-7.67
Co 1,6771.105,-3.134,1.883,3.63078054770101e7,6.165950018614822e-7,237.246
Fe 2,6771.117,-5.587,12.193,5.754399373371567e8,4.3651583224016566e-5,-7.42
Fe 2,6771.13,-5.412,10.523,1.230268770812381e9,1.479108388168207e-6,-7.74
Co 1,6771.156,-3.315,1.883,3.63078054770101e7,6.165950018614822e-7,237.246
Fe 2,6771.161,-4.584,11.74,,,
Fe 2,6771.175,-1.358,11.164,7.413102413009162e8,2.0892961308540407e-6,-7.61
Sc 2,6771.203,-2.893,7.496,7.079457843841373e8,3.090295432513592e-6,-7.59
Co 3,6771.271,-3.866,13.9,7.943282347242821e8,2.0417379446695275e-7,-7.97
Ca 1,6771.303,-4.372,5.85,5.8884365535558835e6,0.0038018939632056127,-6.52
Fe 1,6771.312,-4.553,5.357,1.9054607179632443e8,5.623413251903491e-6,-7.33
O 2,6771.317,-1.87,31.148,,,
Ti 1,6771.343,-6.153,2.578,7.079457843841374e7,9.549925860214369e-7,-7.76
Cr 2,6771.368,-9.243,11.401,1.258925411794166e9,6.025595860743581e-6,-7.63
Fe 1,6771.385,-3.782,5.558,2.0417379446695316e8,0.00016218100973589298,-7.15
O 2,6771.409,-1.6,31.148,,,
Fe 2,6771.422,0.273,13.62,3.235936569296281e8,1.445439770745928e-6,-7.5
Fe 2,6771.423,-3.068,13.595,9.120108393559115e8,9.772372209558111e-5,-7.35
Ni 2,6771.427,-5.236,15.025,3.311311214825908e8,3.235936569296281e-5,-7.21
Ni 2,6771.478,-3.696,15.026,2.8183829312644494e8,1.3489628825916533e-5,-7.5
Cr 2,6771.482,-7.516,10.804,1.1748975549395304e9,1.4125375446227554e-6,-7.73
Fe 2,6771.536,-3.333,13.592,1.0471285480508986e9,5.495408738576248e-5,-7.43
Ca 1,6771.579,-5.627,5.896,1.2302687708123812e8,0.0018197008586099826,-6.77
Cr 2,6771.597,-9.686,8.49,6.918309709189363e8,2.0417379446695273e-6,-7.66
Ni 2,6771.62,-3.069,14.421,1.0715193052376049e9,1.8197008586099827e-5,-7.46
Fe 2,6771.621,-6.464,12.812,1.8620871366628656e9,2.8840315031266056e-5,-7.54
Ca 1,6771.625,-7.354,5.896,1.2302687708123812e8,0.0017782794100389228,-6.77
P 1,6771.658,-2.35,8.228,,,
Cr 1,6771.702,-3.155,4.402,1.0e8,9.120108393559096e-6,-7.64
Fe 2,6771.705,-8.174,11.741,1.6218100973589332e9,1.071519305237607e-6,-7.78
Ta 1,6771.721,-1.73,1.237,,,
Ba 1,6771.829,0.03,2.861,,,
V 2,6771.831,-2.486,9.372,7.244359600749891e8,4.897788193684467e-6,-7.57
Ti 1,6771.881,-4.647,2.677,9.332543007969905e7,4.897788193684467e-6,-7.55
Cr 2,6771.895,-3.5,12.736,5.754399373371567e8,1.778279410038923e-5,-7.31
Sc 1,6771.95,-3.569,4.061,1.621810097358933e8,1.0471285480508985e-5,-7.44
Ni 1,6772.007,-2.363,4.266,2.7542287033381635e8,9.332543007969905e-5,-7.51
Mn 2,6772.01,-3.107,10.903,7.585775750291852e8,2.0892961308540407e-6,-7.67
Ca 1,6772.014,-2.352,5.586,1.9498445997580454e7,0.0003090295432513592,-7.03
V 2,6772.097,-6.523,4.704,2.6302679918953815e8,3.63078054770101e-7,-7.85
Ar 2,6772.105,-2.81,23.514,,,
Th 1,6772.174,-1.165,1.921,,,
V 2,6772.184,-4.194,8.635,8.317637711026709e8,1.3803842646028838e-6,-7.72
Fe 2,6772.231,-4.722,11.208,7.585775750291852e8,1.584893192461114e-6,-7.62
Eu 3,6772.24,-2.836,4.006,,,
Ni 2,6772.244,-1.67,15.089,2.8183829312644494e8,4.168693834703355e-5,-7.19
Ni 1,6772.249,-1.419,5.305,5.370317963702532e8,6.606934480075965e-5,-7.16
Cr 2,6772.253,-3.911,12.723,5.754399373371567e8,2.4547089156850286e-5,-7.32
S 1,6772.285,-2.949,9.847,6.025595860743569e8,0.00010715193052376059,-7.08
Ni 1,6772.315,-0.797,3.658,1.9054607179632443e8,4.677351412871981e-6,795.245
Ce 2,6772.317,-0.72,3.466,,,
Co 1,6772.329,-2.1,4.146,2.187761623949552e8,4.677351412871981e-6,-7.55
Fe 2,6772.356,-6.925,12.185,3.8018939632056123e8,5.7543993733715664e-5,-7.42
Yb 2,6772.359,-2.23,7.98,,,
V 1,6772.386,-2.543,2.767,1.5135612484362071e7,1.778279410038923e-6,-7.71
Fe 2,6772.393,-4.986,12.594,1.445439770745928e9,1.5135612484362072e-6,-7.74
Fe 2,6772.402,-7.201,12.185,3.8018939632056123e8,4.5708818961487516e-5,-7.42
Yb 2,6772.404,-2.02,5.517,,,
Fe 2,6772.414,-1.737,10.858,6.760829753919818e8,6.456542290346549e-6,-7.48
S 1,6772.423,-2.338,9.98,2.238721138568338e8,0.0006760829753919819,-6.96
V 2,6772.427,-1.295,9.405,7.762471166286927e8,4.677351412871981e-6,-7.57
Ca 1,6772.448,-4.729,5.807,1.1481536214968817e7,0.0016595869074375613,-6.74
Ne 2,6772.464,-3.71,34.632,,,
Ca 1,6772.533,-5.249,5.882,5.248074602497723e7,0.002818382931264455,-6.54
Fe 3,6772.56,-5.42,16.224,1.0232929922807536e9,2.2387211385683377e-7,-7.95
V 1,6772.579,-5.951,3.883,2.9512092266663842e7,2.089296130854041e-5,-7.3
Fe 1,6772.588,-5.419,5.41,2.1379620895022324e8,1.5135612484362071e-5,-7.42
P 1,6772.595,-3.09,8.157,,,
V 1,6772.629,-2.863,3.872,3.63078054770101e7,1.2589254117941661e-5,-7.3
Y 2,6772.676,-4.868,9.247,3.3884415613920206e8,0.001174897554939529,-7.11
Fe 1,6772.677,-4.821,5.446,1.7378008287493762e8,6.456542290346549e-5,-7.16
Ca 1,6772.691,-6.825,5.828,9.120108393559096e6,0.002454708915685031,-6.6
Ti 1,6772.693,-2.127,4.225,2.884031503126612e8,5.011872336272725e-5,-7.3
Ti 1,6772.703,-2.989,4.178,4.3651583224016654e8,3.63078054770101e-5,-7.54
Co 1,6772.709,-5.038,2.28,1.3182567385564047e8,7.079457843841374e-7,-7.8
Ca 1,6772.73,-5.266,5.828,9.120108393559096e6,0.002454708915685031,-6.6
Co 3,6772.785,-5.008,13.9,7.943282347242821e8,2.0417379446695275e-7,-7.97
O 2,6772.786,-3.18,31.148,,,
Ce 2,6772.816,-2.49,1.495,,,
Mn 1,6772.847,-9.964,5.37,2.691534803926914e8,7.244359600749906e-7,-7.79
Ca 1,6772.874,-5.916,5.828,1.202264434617413e7,0.002884031503126606,-6.61
Zr 1,6772.89,-1.63,1.35,,,
Mn 1,6772.894,-2.489,5.921,8.709635899560814e7,4.677351412871981e-5,-7.59
V 2,6772.895,-3.437,5.868,2.3442288153199178e8,4.0738027780411303e-7,-7.87
Fe 2,6772.904,-4.971,13.503,8.511380382023759e8,0.00013803842646028852,-7.48
Ca 1,6772.911,-2.48,5.586,1.9498445997580454e7,0.0003090295432513592,-7.03
Ca 1,6772.914,-4.759,5.828,1.202264434617413e7,0.002884031503126606,-6.61
Ca 1,6772.969,-4.142,5.828,1.202264434617413e7,0.002884031503126606,-6.61
Fe 2,6772.973,-1.548,13.592,1.148153621496884e9,4.5708818961487516e-5,-7.46
V 2,6773.015,-2.886,8.156,9.549925860214369e8,2.2387211385683376e-6,-7.65
Fe 2,6773.016,-3.637,12.167,5.011872336272715e8,5.623413251903491e-5,-7.39
V 2,6773.019,-0.32,9.375,7.762471166286927e8,2.691534803926914e-5,-7.57
Cu 2,6773.039,-4.78,16.281,1.479108388168207e8,5.011872336272725e-5,-7.42
Ni 2,6773.088,-5.572,14.516,1.5135612484362073e9,5.4954087385762485e-6,-7.49
Fe 2,6773.094,-3.2,11.487,9.549925860214369e8,2.1379620895022326e-6,420.275
Ni 2,6773.111,-5.466,15.141,3.8904514499428046e8,2.3442288153199225e-5,-7.21
Y 2,6773.165,-2.481,7.939,1.0715193052376049e9,2.3442288153199225e-5,-7.37
Fe 2,6773.176,-6.211,12.353,1.348962882591656e9,4.897788193684466e-7,-7.72
Fe 2,6773.293,-2.124,13.592,1.230268770812381e9,1.2589254117941661e-5,-7.57
Co 2,6773.294,-9.625,3.206,9.33254300796991,2.818382931264455e-7,-7.95
Ce 2,6773.34,-1.03,2.129,,,
Fe 1,6773.357,-2.3,5.446,2.5703957827688646e8,7.585775750291836e-5,-7.36
Co 1,6773.361,-2.861,5.197,4.7863009232263803e8,6.0255958607435806e-5,-7.27
Er 1,6773.374,0.559,2.743,,,
V 2,6773.386,-1.371,9.351,6.760829753919818e8,5.248074602497723e-6,-7.57
C 3,6773.39,-1.947,38.227,3.0902954325135922e9,,
Ce 2,6773.459,-0.83,3.96,,,
Fe 2,6773.554,-4.758,12.594,1.445439770745928e9,2.1379620895022326e-6,410.291
Mn 1,6773.612,-9.107,5.791,2.691534803926914e8,7.079457843841373e-6,-7.67
Ti 2,6773.643,-6.94,6.552,9.120108393559115e8,2.0417379446695273e-6,-7.69
Mn 2,6773.758,-4.936,6.913,3.981071705534969e8,3.311311214825908e-7,-7.86
Cu 2,6773.778,-6.025,16.948,4.78630092322638e7,0.00019952623149688788,-7.25
Ce 2,6773.827,-2.42,1.876,,,
Ca 1,6773.855,-2.458,5.896,1.2589254117941661e8,0.00223872113856834,-6.77
Cr 2,6773.882,-2.56,11.264,,,
Yb 2,6773.882,-2.57,7.899,,,
Fe 1,6773.888,-3.622,5.273,6.3095734448019296e7,4.265795188015926e-5,-7.29
V 1,6773.914,-3.854,3.08,1.1481536214968841e8,5.4954087385762485e-6,-7.52
Ni 2,6773.946,-4.448,15.042,2.9512092266663903e8,2.2908676527677747e-6,-7.5
F 1,6773.98,-0.42,12.697,,,
Sc 1,6773.983,-3.555,4.168,4.7863009232263803e8,6.9183097091893625e-6,-7.6
Fe 2,6774.048,-5.686,6.209,3.630780547701018e8,2.951209226666384e-7,-7.89
Fe 2,6774.105,-4.167,11.427,7.585775750291852e8,2.0892961308540407e-6,-7.71
Ce 2,6774.105,-2.87,0.969,,,
Cr 1,6774.123,-2.181,3.41,8.91250938133746e7,0.000223872113856834,-7.52
Si 3,6774.139,-1.22,27.962,,,
Ti 1,6774.145,-3.765,1.879,1.2302687708123812e8,1.0471285480508985e-6,-7.73
Fe 2,6774.154,-3.645,7.118,3.311311214825908e8,3.019951720402019e-7,172.208
V 3,6774.167,-0.748,19.732,2.8840315031266117e9,1.3182567385564074e-6,-7.71
V 3,6774.18,0.049,18.242,1.445439770745928e9,1.3489628825916533e-6,-7.69
Fe 2,6774.194,-4.44,11.427,,,471.268
Mn 1,6774.237,-9.474,6.207,4.168693834703355e7,1.3489628825916533e-6,-7.81
Sc 1,6774.24,-12.365,0.021,4.677351412871983,9.332543007969905e-7,-7.78
Sc 1,6774.24,-7.472,0.021,4.677351412871983,9.332543007969905e-7,-7.78
Ta 1,6774.245,-2.03,1.21,,,
Ni 1,6774.26,-3.768,5.305,7.943282347242822e7,1.2022644346174132e-5,-7.49
La 2,6774.268,-1.82,0.126,,,
Ca 1,6774.269,-5.314,5.885,2.5703957827688646e7,0.0018197008586099826,-6.54
Ce 2,6774.28,-0.79,1.639,,,
Cr 2,6774.295,-4.89,12.479,7.244359600749891e8,5.011872336272725e-5,-7.56
Fe 2,6774.311,-7.729,12.858,7.413102413009162e8,0.00020417379446695296,-7.3
Cr 2,6774.323,-4.596,12.76,1.5135612484362073e9,8.709635899560814e-5,-7.26
Cr 1,6774.324,-4.636,4.447,2.1379620895022324e8,8.912509381337459e-7,-7.68
Cr 2,6774.378,-4.633,4.927,2.3442288153199178e8,2.691534803926914e-7,232.23
Tm 2,6774.405,-0.63,4.833,,,
V 1,6774.437,-11.225,0.301,1.8620871366628675,7.762471166286911e-7,-7.82
V 1,6774.437,-10.96,0.301,1.8620871366628675,7.762471166286911e-7,-7.82
Ni 3,6774.465,-5.113,24.795,3.019951720402019e9,7.079457843841374e-7,-7.85
Pd 1,6774.47,-1.34,3.112,,,
Fe 2,6774.474,-1.023,11.208,6.606934480075965e8,2.2387211385683376e-6,-7.62
Cr 2,6774.483,-4.928,11.213,1.1220184543019652e9,1.698243652461746e-6,568.286
Mn 2,6774.529,-3.078,11.045,9.120108393559115e8,1.9952623149688787e-6,-7.67
Fe 1,6774.533,-3.529,5.319,1.3182567385564047e8,8.128305161640995e-6,-7.29
Cr 1,6774.657,-3.031,3.887,3.63078054770101e7,1.6595869074375596e-6,-7.74
Si 1,6774.812,-1.895,6.099,8.317637711026709e7,0.0001174897554939529,-6.78
Ru 1,6775.021,-1.52,2.12,,,
Fe 1,6775.146,-3.305,5.476,1.7378008287493762e8,2.8840315031266056e-5,-7.41
Cr 1,6775.168,-2.253,3.41,9.120108393559097e7,0.0004168693834703355,-7.52
Ce 2,6775.308,-2.08,2.017,,,
Sm 1,6775.31,-2.33,0.101,,,
V 1,6775.406,-2.812,2.13,3.8018939632056123e8,1.3803842646028838e-6,-7.69
Fe 1,6775.437,-5.096,3.283,1.4791083881682072e7,6.918309709189363e-7,-7.82
Si 1,6775.532,-3.213,5.954,1.348962882591656e8,0.00021379620895022324,-6.93
Ce 1,6775.593,0.255,1.502,,,
Ni 1,6775.752,-2.123,5.469,3.46736850452531e8,0.0003388441561392024,-6.98
Cr 1,6775.949,-2.649,3.41,9.120108393559097e7,0.0001122018454301963,-7.53
Cr 1,6775.976,-2.649,3.888,3.63078054770101e7,1.6595869074375596e-6,-7.73
Fe 1,6776.146,-4.369,4.913,5.370317963702532e8,1.9498445997580456e-5,-7.5
Ti 1,6776.222,-0.073,3.424,2.187761623949552e8,3.090295432513592e-6,-7.56
V 1,6776.283,-2.265,2.895,5.248074602497723e7,8.709635899560814e-6,-7.52
Fe 2,6776.484,-4.69,5.289,3.090295432513592e8,3.019951720402019e-7,173.203
Ti 1,6776.653,-2.032,4.256,1.1481536214968841e8,1.7378008287493764e-5,-7.34
Ce 2,6776.863,-1.82,1.582,,,
V 1,6777.331,-2.054,1.893,2.3988329190194897e7,8.128305161640995e-7,-7.8
Fe 1,6777.408,-2.82,4.186,2.4547089156850335e8,1.6595869074375596e-6,-7.71
Fe 1,6777.456,-2.729,4.143,2.4547089156850335e8,1.8197008586099826e-6,-7.7
Ti 1,6777.473,-4.017,1.887,1.2589254117941661e8,1.071519305237607e-6,-7.73
Ni 1,6777.572,-3.595,4.266,2.8183829312644494e8,7.244359600749906e-6,-7.51
Ce 2,6777.761,-3.09,0.74,,,
Ti 1,6778.127,-1.822,2.345,1.445439770745928e8,1.6218100973589298e-6,-7.72
Sm 2,6778.22,-1.11,1.462,,,
Ce 1,6778.275,-1.813,0.0,,,
Cr 2,6778.457,-4.76,4.944,2.3442288153199178e8,2.691534803926914e-7,232.221
Ca 1,6778.647,-2.336,3.91,9.772372209558111e7,0.0016982436524617442,-6.94
Sm 2,6778.66,-1.0,1.262,,,
Y 1,6778.951,-2.346,3.062,2.238721138568338e8,1.62181009735893e-5,-7.47
Tm 2,6778.994,-0.58,4.854,,,
Ti 1,6779.001,-3.932,3.46,8.128305161640996e7,5.754399373371567e-6,-7.53
Ni 2,6779.003,-0.524,15.181,2.691534803926914e8,0.0001122018454301963,-7.12
Cr 1,6779.091,-6.22,6.148,2.9512092266663903e8,0.002454708915685031,-6.71
Fe 2,6779.101,-4.698,11.418,1.202264434617413e9,4.466835921509635e-6,-7.91
Cu 2,6779.11,-4.594,16.866,3.090295432513592e8,3.5481338923357534e-5,-7.2
Cu 1,6779.16,-2.104,7.805,1.5135612484362072e8,9.120108393559096e-5,-7.25
Sm 1,6779.165,-2.18,0.036,,,
Fe 2,6779.176,-4.668,11.662,9.772372209558111e8,1.9054607179632483e-6,-7.68
Co 1,6779.18,-9.942,1.049,0.24547089156850305,5.62341325190349e-7,-7.81
Co 1,6779.18,-8.963,1.049,0.24547089156850305,5.62341325190349e-7,-7.81
Mn 1,6779.191,-9.344,6.208,2.29086765276777e8,9.332543007969905e-7,-7.77
Ca 1,6779.275,-4.306,5.927,1.3489628825916532e7,0.0008912509381337459,-6.69
Fe 1,6779.289,-7.53,5.649,2.4547089156850286e7,0.00026302679918953814,-7.18
Fe 1,6779.294,-9.331,5.649,2.4547089156850286e7,0.00025118864315095795,-7.18
Cr 2,6779.362,-6.996,7.38,2.5703957827688646e8,3.3884415613920274e-7,-7.88
Sc 1,6779.381,-3.036,4.83,4.466835921509635e7,0.0007943282347242813,-6.78
Ca 1,6779.396,-5.711,5.828,1.202264434617413e7,0.002754228703338166,-6.61
Ca 1,6779.436,-7.007,5.828,1.202264434617413e7,0.002754228703338166,-6.61
Fe 2,6779.436,-2.34,11.219,2.3442288153199178e8,1.9498445997580454e-6,-7.51
Cu 2,6779.44,-1.266,15.234,4.1686938347033465e8,1.5488166189124828e-5,-7.49
Ni 1,6779.451,-3.401,5.326,2.238721138568338e8,2.754228703338169e-5,-7.5
Ca 1,6779.466,-7.477,5.181,1.3182567385564047e8,5.623413251903491e-5,-7.23
Ni 2,6779.495,-2.299,13.188,2.8183829312644494e8,6.30957344480193e-6,-7.5
Fe 3,6779.509,-5.953,14.841,1.0e9,2.2908676527677748e-7,-7.95
Fe 2,6779.514,-0.112,11.219,,,
Fe 2,6779.518,-5.814,6.807,4.1686938347033465e8,3.162277660168379e-7,-7.88
Fe 2,6779.528,-5.664,11.426,7.413102413009162e8,1.5488166189124828e-6,428.267
S 1,6779.537,-4.867,10.237,5.8884365535558835e6,0.003235936569296281,-6.56
S 1,6779.537,-4.4,10.237,5.754399373371567e6,0.003235936569296281,-6.56
S 1,6779.537,-4.081,10.237,6.760829753919818e6,0.004265795188015926,-6.56
S 1,6779.537,-4.06,10.237,5.754399373371567e6,0.003235936569296281,-6.56
S 1,6779.537,-3.599,10.237,5.8884365535558835e6,0.003311311214825911,-6.56
Si 3,6779.546,-4.26,28.227,,,
Fe 2,6779.548,-7.433,12.858,7.413102413009162e8,0.00019498445997580456,-7.3
Fe 2,6779.555,-8.355,12.858,7.413102413009162e8,0.00019498445997580456,-7.3
Fe 2,6779.555,-5.299,8.923,1.0715193052376049e9,2.0892961308540407e-6,-7.71
Ni 1,6779.562,-3.025,5.514,6.760829753919818e8,4.7863009232263804e-5,-7.27
V 3,6779.62,-3.638,23.184,2.6302679918953815e9,4.073802778041131e-6,-7.54
Cr 1,6779.626,-4.37,4.096,1.9498445997580415e8,4.073802778041131e-6,-7.68
S 1,6779.675,-4.959,10.097,9.549925860214369e7,0.0006165950018614823,-6.86
S 1,6779.675,-2.97,10.097,9.549925860214369e7,0.000630957344480193,-6.86
S 1,6779.675,-1.988,10.097,9.549925860214369e7,0.0006456542290346556,-6.86
S 1,6779.675,-1.973,10.097,9.549925860214369e7,0.0005128613839913648,-6.86
S 1,6779.675,-1.872,10.097,9.549925860214369e7,0.0005011872336272725,-6.86
Cr 1,6779.725,-4.554,6.182,2.691534803926914e8,0.00223872113856834,-6.68
Fe 1,6779.741,-7.174,5.778,5.128613839913648e7,0.0013803842646028853,-7.01
Ca 1,6779.751,-2.557,3.91,9.772372209558111e7,0.0016982436524617442,-6.94
Tm 1,6779.761,-0.084,2.184,,,
Fe 2,6779.77,-5.006,11.051,1.0471285480508986e9,1.445439770745928e-6,-7.7
Ni 2,6779.836,-3.29,15.224,8.317637711026709e8,0.0002951209226666387,-7.16
Ti 1,6779.845,-5.871,0.848,2.691534803926914e6,8.128305161640995e-7,-7.78
Ni 2,6779.895,-2.649,15.224,7.585775750291852e8,0.00026915348039269167,-7.16
S 1,6779.905,-5.035,10.237,7.244359600749906e6,0.004265795188015926,-6.55
S 1,6779.905,-4.171,10.237,6.456542290346549e6,0.003388441561392024,-6.55
S 1,6779.905,-3.488,10.237,6.456542290346549e6,0.003388441561392024,-6.55
Ar 1,6779.926,-2.58,13.48,5.495408738576248e7,,
C 2,6779.94,0.025,20.704,1.5135612484362073e9,8.912509381337459e-7,-7.82
Cr 1,6779.953,-3.932,5.915,3.090295432513592e7,0.0007762471166286919,-7.1
Fe 2,6779.982,-5.351,7.128,3.235936569296281e8,3.019951720402019e-7,-7.9
Co 3,6779.997,-5.183,10.39,5.623413251903491e8,1.9498445997580455e-7,-7.97
Cu 2,6780.008,-2.185,17.238,6.606934480075965e8,5.495408738576248e-5,-7.2
Er 1,6780.019,0.291,2.761,,,
Tm 2,6780.024,-1.6,4.114,,,
Sm 2,6780.03,-1.18,1.76,,,
Fe 1,6780.031,-8.052,5.778,5.128613839913648e7,0.0013489628825916532,-7.01
Fe 1,6780.031,-7.886,5.778,5.128613839913648e7,0.0013489628825916532,-7.01
Ca 1,6780.061,-4.908,5.928,1.4791083881682072e7,0.0016595869074375613,-6.66
Ca 1,6780.098,-4.653,5.689,2.8840315031266056e7,0.0003388441561392024,-6.9
Cu 2,6780.113,-1.76,14.992,3.5481338923357606e8,6.30957344480193e-6,-7.49
Cr 2,6780.121,-4.748,11.144,1.5135612484362073e9,2.0417379446695273e-6,-7.7
Fe 2,6780.122,-2.763,11.09,8.317637711026709e8,1.4125375446227554e-6,-7.57
Th 1,6780.125,-2.112,1.022,,,
Cr 1,6780.142,-1.755,4.186,6.760829753919819e7,2.0417379446695274e-5,-7.36
Cr 1,6780.16,-4.123,3.889,3.63078054770101e7,1.6595869074375596e-6,-7.73
Ca 1,6780.176,-2.998,5.838,3.019951720402019e6,0.002818382931264455,-6.61
Fe 3,6780.194,-7.301,20.716,3.019951720402019e9,1.096478196143185e-6,-7.76
Ca 1,6780.213,-4.524,5.896,6.4565422903465495e7,0.0026915348039269166,-6.72
Ti 1,6780.234,-3.835,4.277,1.737800828749376e7,5.495408738576248e-5,-7.32
Ca 1,6780.259,-3.289,5.896,6.4565422903465495e7,0.0026915348039269166,-6.72
Ca 1,6780.261,-3.033,3.91,9.772372209558111e7,0.0016982436524617442,-6.94
Ti 1,6780.329,-5.457,2.345,3.548133892335753e7,1.0e-6,-7.77
Ti 1,6780.413,-2.4,4.213,2.9512092266663903e8,4.677351412871981e-5,-7.31
Th 1,6780.413,-1.932,1.006,,,
Cr 3,6780.452,-14.861,7.066,0.034673685045253165,2.570395782768865e-7,-7.97
Cr 1,6780.489,-0.716,5.941,2.884031503126612e8,6.0255958607435806e-5,-7.27
Ti 1,6780.529,-2.261,3.708,1.8620871366628656e8,7.413102413009177e-6,-7.66
V 2,6780.553,-0.29,8.757,1.698243652461746e9,2.3988329190194897e-6,-7.65
Cr 2,6780.581,-3.472,12.532,4.3651583224016654e8,1.9498445997580456e-5,-7.31
C 2,6780.59,-0.377,20.702,1.5135612484362073e9,8.912509381337459e-7,-7.82
V 3,6780.594,-4.907,23.184,2.6302679918953815e9,4.073802778041131e-6,-7.54
Fe 2,6780.606,-3.358,11.017,8.317637711026709e8,1.5135612484362072e-6,-7.67
Fe 2,6780.613,-3.051,11.255,7.943282347242821e8,1.5135612484362072e-6,-7.62
U 1,6780.632,-2.101,1.007,,,
Cr 1,6780.638,-4.64,4.44,2.1379620895022324e8,2.2908676527677747e-6,-7.68
Ca 1,6780.686,-7.047,5.835,4.0738027780411304e6,0.003890451449942805,-6.6
Ti 1,6780.711,-2.405,4.213,3.090295432513592e8,3.9810717055349695e-5,-7.32
Ce 1,6780.711,-1.304,0.521,,,
V 1,6780.732,-12.502,0.287,1.9952623149688795,7.762471166286911e-7,-7.82
V 1,6780.732,-12.353,0.287,1.9952623149688795,7.762471166286911e-7,-7.82
Cr 2,6780.751,-2.999,11.125,1.6218100973589332e9,1.9952623149688787e-6,380.266
Er 1,6780.753,-1.476,0.863,,,
Fe 1,6780.778,-1.843,5.506,2.29086765276777e8,1.071519305237607e-5,-7.51
Fe 3,6780.82,-6.337,20.716,3.019951720402019e9,1.096478196143185e-6,-7.76
Mn 3,6780.82,-4.149,21.979,1.6218100973589332e9,6.025595860743581e-7,-7.7
V 2,6780.857,-0.689,9.419,7.585775750291852e8,1.1748975549395302e-5,-7.57
Ce 2,6780.895,-2.7,4.056,,,
Ar 2,6780.93,-0.34,25.345,,,
Ni 2,6780.953,-3.939,14.493,5.754399373371567e8,1.0471285480508985e-5,-7.35
Fe 3,6780.962,-6.726,16.96,2.7542287033381634e9,5.248074602497723e-7,-7.84
Si 2,6780.967,-3.696,14.788,3.090295432513592e8,4.265795188015926e-5,-7.23
Fe 2,6780.986,-2.912,10.918,4.7863009232263803e8,6.30957344480193e-6,-7.5
V 3,6781.008,0.571,19.474,1.5135612484362073e9,1.3489628825916533e-6,-7.68
Sm 2,6781.156,-2.391,0.998,,,
Ce 2,6781.176,-2.21,4.417,,,
Ni 2,6781.192,-1.37,13.188,2.8183829312644494e8,1.1481536214968817e-5,-7.5
Cl 2,6781.206,-3.9,18.233,,,
Cr 1,6781.211,-7.106,6.164,7.5857757502918355e6,0.003090295432513592,-6.62
Cr 1,6781.211,-6.368,6.164,2.290867652767775e7,0.004570881896148752,-6.62
Co 3,6781.238,-7.34,19.432,2.818382931264449e9,9.77237220955811e-7,-7.77
Ca 1,6781.253,-4.397,5.884,5.011872336272725e7,0.002818382931264455,-6.54
Fe 2,6781.255,-2.983,11.219,2.4547089156850335e8,2.951209226666384e-6,-7.51
Fe 2,6781.283,-6.089,12.246,4.1686938347033465e8,4.168693834703355e-5,-7.42
Ni 2,6781.289,-5.59,14.853,3.46736850452531e8,3.8018939632056124e-5,-7.21
Tm 2,6781.298,-1.14,3.592,,,
Fe 2,6781.371,-4.663,12.356,1.258925411794166e9,4.897788193684466e-7,-7.72
Cr 1,6781.39,-7.804,6.182,6.025595860743581e6,0.0020417379446695297,-6.62
Fe 2,6781.43,-4.494,12.246,4.1686938347033465e8,3.9810717055349695e-5,-7.42
Ce 2,6781.435,-3.57,0.175,,,
Mg 2,6781.445,-1.2,12.083,,,
Fe 2,6781.457,-2.306,13.478,1.4791083881682072e9,3.801893963205613e-6,-7.64
Ti 1,6781.475,-3.047,4.034,9.772372209558111e7,5.248074602497723e-6,-7.53
Fe 2,6781.485,-8.922,12.858,7.413102413009162e8,0.00018197008586099826,-7.3
Tm 2,6781.542,-2.33,4.956,,,
Ni 2,6781.556,-2.509,15.109,2.0417379446695316e8,7.413102413009176e-5,-7.37
V 3,6781.56,-1.32,19.474,1.6218100973589332e9,5.370317963702533e-7,-7.68
Fe 2,6781.571,-8.166,12.858,7.413102413009162e8,0.00018620871366628676,-7.3
Ce 2,6781.62,-1.55,5.091,,,
Ti 2,6781.65,-2.997,7.355,8.317637711026709e8,1.778279410038923e-6,-7.71
Yb 2,6781.657,-2.24,7.003,,,
Fe 2,6781.707,-3.917,12.377,7.079457843841373e8,1.8620871366628656e-6,-7.68
Ni 2,6781.712,-3.142,15.109,2.0417379446695316e8,8.317637711026709e-5,-7.37
Ni 2,6781.721,-3.228,15.109,2.0417379446695316e8,7.762471166286911e-5,-7.37
Ni 2,6781.744,-3.167,14.35,1.0e9,1.584893192461114e-5,-7.3
Tm 2,6781.767,-1.97,4.744,,,
